"Source IP"," Source Port"," Destination IP"," Destination Port"," Protocol"," Flow Duration"," Flow Bytes/s"," Flow Packets/s"," Flow IAT Mean"," Flow IAT Std"," Flow IAT Max"," Flow IAT Min","Fwd IAT Mean"," Fwd IAT Std"," Fwd IAT Max"," Fwd IAT Min","Bwd IAT Mean"," Bwd IAT Std"," Bwd IAT Max"," Bwd IAT Min","Active Mean"," Active Std"," Active Max"," Active Min","Idle Mean"," Idle Std"," Idle Max"," Idle Min","label"
"10.0.2.15","54420","195.154.107.23","443","6","7579505","704.9273006615","1.9790210574","541393.21428571","1189357.654809","4108158","64","1082786.4285714","1543172.1981138","4108158","110","1263207.3333333","1607763.3029214","4108624","1224","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","48847","195.154.107.23","443","6","9578797","706.6649392403","1.1483696752","957879.7","2021801.5477128","5006069","40","1596445.1666667","2476856.821831","5006110","88","3192889.3333333","2773588.1327128","5006284","40","129","0","129","129","5006069","0","5006069","5006069","TOR"
"10.0.2.15","44173","5.9.123.81","9001","6","1534862","707.5554675274","2.6060974863","511620.66666667","885539.03413477","1534153","36","1534862","0","1534862","1534862","1534153","0","1534153","1534153","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","44173","5.9.123.81","9001","6","1533367","708.2453189615","2.6086383755","511122.33333333","884862.05787927","1532873","40","1533367","0","1533367","1533367","1532873","0","1532873","1532873","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","54420","195.154.107.23","443","6","8363338","710.7210063733","2.3913896581","440175.68421053","838075.30409836","3552451","51","836333.8","1018221.5900494","3552451","37599","867873.25","1094847.1407744","3553009","308840","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","51024","37.97.149.8","443","6","5255074","712.2639947601","2.0932150527","525507.4","1434515.6164742","4596167","43","1051014.8","1984888.3257451","4596167","87","1313707.75","2189399.8417188","4596343","128443","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","48847","195.154.107.23","443","6","9002144","714.1632037879","2.1106083173","500119.11111111","719128.83981817","2000158","54","1000219.2222222","732480.36585491","2000321","106","1125248.875","672606.43843111","2000329","2034","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","54420","195.154.107.23","443","6","6783458","716.1539144195","2.35867901","452230.53333333","1154465.9769241","4525324","38","969065.42857143","1589271.3349324","4525462","126995","969024.14285714","1589278.1688635","4525377","126989","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","45788","198.52.200.39","443","6","8218101","716.2238575554","1.946921801","547873.4","1061884.1959298","3119525","30","1174014.4285714","1331777.4295285","3119525","64958","1173979.8571429","1331989.7377871","3119860","64956","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","53489","148.251.190.229","9010","6","1511778","718.3594416641","2.6458911295","503926","872522.3403094","1511428","19","1511778","0","1511778","1511778","1511428","0","1511428","1511428","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","8269614","718.7759912373","2.2975679397","459423","1179802.2411129","3735283","39","918846","1576975.242264","3736672","40","1028855.5","1659647.3267705","3735283","1302","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","45788","198.52.200.39","443","6","9035644","721.1439494518","2.6561471435","392854.08695652","1369618.832695","6598178","41","752970.33333333","1873199.3021364","6636841","61","868188.2","2033198.1127054","6598178","601","2398924","0","2398924","2398924","6598178","0","6598178","6598178","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","4472440","721.9772652065","2.2359159653","496937.77777778","1189503.4727041","3635452","46","1118045.5","1690922.7106385","3635452","914","1118042.25","1715223.4614157","3674533","1218","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","36629","195.154.107.23","443","6","4486325","726.2068619639","2.6747950717","407847.72727273","1042004.6410566","3506545","38","897164.6","1471768.6896531","3506664","3189","897176","1471665.851433","3506583","3795","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","5940269","726.3980806256","2.1884530818","495022.41666667","1542240.4620106","5380810","41","990044.83333333","2156556.5098545","5382302","41","1179579.6","2353069.841907","5381018","403","2704","0","2704","2704","5380810","0","5380810","5380810","TOR"
"10.0.2.15","48847","195.154.107.23","443","6","8133957","727.1983365538","2.2129450647","478468.05882353","1079947.7840747","3445984","41","1016744.625","1428424.4400092","3445984","535","1016722.75","1428622.5454044","3446390","458","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","48847","195.154.107.23","443","6","8836009","727.5909293438","2.0371187942","519765.23529412","1080183.0900464","4405573","52","1104501.125","1389045.8106466","4405937","426248","1104449","1389074.9295484","4405803","426037","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","43731","198.52.200.39","443","6","7379341","727.9782842397","2.1682152919","491956.06666667","1660510.5677438","6479087","50","922417.625","2250691.9416982","6479087","50","1222438.5","2599558.4013199","6519495","399","339456","0","339456","339456","6479087","0","6479087","6479087","TOR"
"10.0.2.15","43731","198.52.200.39","443","6","7376792","728.2298321547","2.1689645038","491786.13333333","1592402.9626228","6228960","60","1053789.5714286","2286600.6768938","6228960","862","1053797.1428571","2286691.9286579","6229285","780","1147567","0","1147567","1147567","6228960","0","6228960","6228960","TOR"
"10.0.2.15","33827","82.161.239.177","110","6","9637817","729.4182904697","2.4901904653","419035.52173913","834031.89112232","2806784","30","876148","1046571.0146271","2806824","1526","876147.18181818","1053940.1010006","2817537","1822","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","58167","195.154.107.23","443","6","8719502","730.6609941715","1.7202817317","622821.57142857","1130398.9437732","3468675","34","1245643.1428571","1365256.3031539","3468946","34","1453219.6666667","1369172.0900946","3468827","292524","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","54453","195.154.107.23","443","6","1484699","731.4613938583","2.6941487803","494899.66666667","856864.87684251","1484322","145","1484699","0","1484699","1484699","1484322","0","1484322","1484322","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","7366536","733.1804256437","2.3077332412","460408.5","1648489.9840155","6632551","32","1052344.5714286","2464490.9800095","6634349","851","920714.625","2310900.5755932","6632808","172","401131","0","401131","401131","6632551","0","6632551","6632551","TOR"
"198.52.200.39","443","10.0.2.15","49580","6","7243644","733.6086643684","2.0707809495","517403.14285714","1694677.224212","6389702","22","1207270.3333333","2562886.9820601","6429129","164","1029286.4285714","2368744.8062836","6389702","136","38639","0","38639","38639","6389702","0","6389702","6389702","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","4400648","733.7555741791","2.2723926113","488960.88888889","898356.89048972","2460409","43","1100090.75","1138717.3840265","2460409","1808","1100087.75","1149024.2521747","2499712","2136","0","0","0","0","0","0","0","0","TOR"
"82.161.239.177","110","10.0.2.15","47257","6","7972945","741.8839588132","2.2576350395","468996.76470588","1016232.3101347","4002227","42","881685.44444444","1287840.4802897","4002270","276","1097782.7142857","1401671.9848431","4002269","4936","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","43731","198.52.200.39","443","6","9345332","742.9377575885","2.1401058839","491859.57894737","1913450.810607","8382970","20","1038370.2222222","2757791.0728113","8383009","79","1034165.1111111","2758638.3069291","8382990","123","617113","0","617113","617113","8382970","0","8382970","8382970","TOR"
"10.0.2.15","48847","195.154.107.23","443","6","6444432","744.8290244974","1.8620725612","585857.45454546","1786533.1758703","5962563","39","1288886.4","2616674.8908279","5962687","312","1288851.6","2616687.7369922","5962678","253","934","0","934","934","5962563","0","5962563","5962563","TOR"
"10.0.2.15","58167","195.154.107.23","443","6","9338759","752.776680499","2.5699346134","406033","1409542.0013491","6818089","39","848978.09090909","1989314.4285582","6818089","472","848936.54545455","1989405.3490385","6818293","509","2188370","0","2188370","2188370","6818089","0","6818089","6818089","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","7853392","753.1777351748","2.1646697376","490837","1742188.7715689","7007403","19","1121886.8571429","2600589.7275986","7007403","432","981622.375","2456232.73234","7047156","256","502597","0","502597","502597","7007403","0","7007403","7007403","TOR"
"10.0.2.15","33827","82.161.239.177","110","6","9911576","755.2784743819","2.2196268283","471979.80952381","1130185.0939796","4035524","13","901023.45454546","1460944.6880191","4035524","51","1101043","1554459.2321693","4035770","90","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","60031","195.154.82.180","443","6","716477","757.8749911023","4.187154647","358238.5","506260.8781651","716219","258","0","0","0","0","716219","0","716219","716219","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","4975064","758.1812012871","2.211026833","497506.4","1389337.2106554","4437898","44","1243672","2134057.2308553","4438072","1845","994922.2","1929992.9090261","4438055","611","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","33827","82.161.239.177","110","6","5011688","758.4271008091","2.3944028439","455608","1161712.1452734","3870133","16","1002337.6","1640307.2650648","3870988","909","1002258.4","1639863.3993883","3870133","819","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","51024","37.97.149.8","443","6","5641098","759.7811631707","2.3045158939","470091.5","979213.73993141","3232155","33","940183","1256665.062332","3232155","226","1128176.6","1307563.3809651","3232530","186524","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","43731","198.52.200.39","443","6","8460176","759.9132689438","2.2458161627","470009.77777778","1811283.2311877","7720388","19","939991.77777778","2544780.1877502","7720388","75","1057153","2710162.7248641","7759657","116","172912","0","172912","172912","7720388","0","7720388","7720388","TOR"
"10.0.2.15","43731","198.52.200.39","443","6","9827805","761.7163751214","2.2385466541","467990.71428571","1923847.1378115","8853680","18","982780.5","2768885.9631646","8853732","69","978822.6","2769893.9561461","8853698","117","590292","0","590292","590292","8853680","0","8853680","8853680","TOR"
"10.0.2.15","51024","37.97.149.8","443","6","9789685","761.720116633","1.9408183205","543871.38888889","1763373.0188631","7559042","52","1087742.7777778","2437663.3954687","7559042","92","1223664.75","2569348.2058485","7559247","128379","1251370","0","1251370","1251370","7559042","0","7559042","7559042","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","6327917","763.1263178705","2.0543885136","527326.41666667","1549866.432009","5428116","41","1265561.2","2332085.2831449","5428234","1172","1054618","2149307.767331","5429138","1270","579616","0","579616","579616","5428116","0","5428116","5428116","TOR"
"10.0.2.15","37652","195.154.107.23","443","6","9928053","765.7090468796","2.618841781","397122.12","1278267.6296888","6364505","38","902533.09090909","1851660.5340704","6364505","2074","763658.76923077","1734836.6324784","6403897","2058","3563359","0","3563359","3563359","6364505","0","6364505","6364505","TOR"
"10.0.2.15","58368","82.161.239.177","110","6","9193838","767.7968656833","2.6104440822","399732.08695652","835785.60269126","3472623","43","835803.45454546","1065832.4461516","3472669","155819","835735.54545454","1065922.243993","3472675","156095","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","54420","195.154.107.23","443","6","8429749","769.5365544099","2.4911773767","421487.45","1603099.0094028","7219057","35","936638.77777778","2358744.1739097","7219057","1085","842943.9","2256877.3518051","7258210","995","629782","0","629782","629782","7219057","0","7219057","7219057","TOR"
"10.0.2.15","58167","195.154.107.23","443","6","9773661","771.8704383138","2.4555793372","424941.7826087","801601.43425509","3388011","52","888508.27272727","980170.66051521","3388011","754","888499.81818182","980273.76998508","3388212","646","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","54453","195.154.107.23","443","6","9829028","773.4233741119","2.4417470374","427349.04347826","1595653.5141935","7705860","120","1092076.3333333","2487689.681352","7706257","8954","756048.53846154","2098387.4287071","7706084","1815","397","0","397","397","7705860","0","7705860","7705860","TOR"
"10.0.2.15","48847","195.154.107.23","443","6","8979199","776.4612411419","2.4501071866","427580.90476191","595433.79062662","1994167","10","897905.4","564756.86188113","1994302","54","897901.5","564802.80095864","1994342","84","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","51024","37.97.149.8","443","6","6881034","776.4821391669","2.1799049387","491502.42857143","1251462.0610511","4713570","53","983004.85714286","1682183.3039208","4713570","102","1146787.1666667","1780692.7081073","4713839","128536","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","54420","195.154.107.23","443","6","9679317","779.3938353295","2.4795137921","420839.86956522","1289567.8316424","6020374","37","806596.75","1728278.0733179","6020702","90","955198.7","1871505.6693896","6020530","899","3658787","0","3658787","3658787","6020374","0","6020374","6020374","TOR"
"10.0.2.15","58167","195.154.107.23","443","6","9489356","779.7157151655","1.5807184386","677811.14285714","1229711.9459992","4000724","20","1355622.2857143","1484898.013524","4000923","38","1581490.5","1489087.2981549","4000884","92","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","8240411","780.1795323073","1.9416507259","549360.73333333","1768681.7422041","6916891","40","1177174.2857143","2537202.5381377","6916891","40","188971.14285714","195424.67208913","466274","600","40","0","40","40","6916891","0","6916891","6916891","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","8272649","780.6447487377","2.4176052918","435402.57894737","1071105.3098549","3782624","16","827242.9","1392546.5155488","3782624","38","561224.75","1046248.6231663","3103155","171","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","34328","198.52.200.39","443","6","6879553","780.8646869935","2.4710907816","429972.0625","1106730.6534052","4101299","29","764394.77777778","1417425.6140722","4101353","51","1127804.8333333","1654633.5340273","4101332","64829","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","33827","82.161.239.177","110","6","9623715","780.8834737936","2.2860194842","458272.14285714","816083.3792597","2492764","43","962341.8","981712.64790521","2533082","760","962318.8","970813.67245829","2492764","388","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","33827","82.161.239.177","110","6","6933743","783.126804671","2.8844449527","364933.84210526","541818.0594266","1642982","37","693374.3","578069.12912385","1643023","45","677328.125","514030.19199694","1643044","188454","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","58167","195.154.107.23","443","6","7558908","786.3569711392","2.6458848289","397837.2631579","781169.350869","3376872","37","839878.66666667","977483.70974623","3376872","198531","839852.77777778","977559.40172296","3377088","198551","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","54420","195.154.107.23","443","6","7445638","786.6350741199","2.1489092003","496375.86666667","910235.67564064","3107747","35","930704.75","1097419.8185231","3107785","35","1240908.1666667","1122418.4604718","3146671","127557","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","58368","82.161.239.177","110","6","5509707","788.4266804024","2.9039656737","367313.8","770586.64271683","2470406","38","787101","1015133.3117497","2507264","369","787050","1001112.8940855","2470406","694","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","6812795","788.516313789","2.3485221557","454186.33333333","1518871.9910399","5932158","40","973221.71428571","2191199.3562443","5932455","1237","973215.28571429","2190248.6856567","5932495","1574","524797","0","524797","524797","5932158","0","5932158","5932158","TOR"
"10.0.2.15","40414","195.154.82.180","443","6","6796043","790.4599779607","2.0600222806","522772.53846154","1670705.132059","6077728","38","1132673.8333333","2422822.7857171","6077728","117895","1132633.1666667","2422940.9591484","6077930","117674","374939","0","374939","374939","6077728","0","6077728","6077728","TOR"
"82.161.239.177","110","10.0.2.15","58368","6","6675083","791.7504546385","1.4981087127","741675.88888889","1308840.8377458","3453129","40","1334811","1561458.3958998","3453955","1815","2114469.6666667","1602336.958296","3453129","339031","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","33827","82.161.239.177","110","6","9392272","793.9506010899","2.1294102215","494330.10526316","1000668.6281407","3913553","15","1043557","1283687.4292531","3953949","2540","1043485.1111111","1275721.3755767","3913553","2832","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","8118702","795.4473510667","2.2171031773","477570.70588235","947517.99182725","3491729","42","1159814.5714286","1221913.7056679","3491882","1173","897676.44444444","1172120.4524445","3492032","524","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","43731","198.52.200.39","443","6","6062393","796.5501411736","2.3093191088","466337.92307692","1182997.4902158","4218999","32","866056.14285714","1549188.1778094","4219037","50","1212315.6","1773358.1515326","4255349","12591","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","9452104","798.1291784348","2.5391172167","410961.04347826","1245758.7367587","5458939","45","859282.18181818","1736421.5027574","5458939","312","855921.36363636","1743845.5785777","5498845","218","568064","0","568064","568064","5458939","0","5458939","5458939","TOR"
"82.161.239.177","110","10.0.2.15","58368","6","4652006","798.3652643612","1.7196882377","664572.28571429","1339320.0368131","3646220","48","1550668.6666667","1823063.04666","3647060","336894","1550557","1822381.5248918","3646220","337735","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","51024","37.97.149.8","443","6","6565032","800.6053892807","1.6755440034","656503.2","1725578.1379178","5530177","14","1313006.4","2372686.225388","5530177","47","1631391","2611710.7604262","5530344","53","618148","0","618148","618148","5530177","0","5530177","5530177","TOR"
"10.0.2.15","40414","195.154.82.180","443","6","3389934","800.9005485063","2.6549189453","423741.75","1042176.9497804","2978785","74","1129850.6666667","1616323.4448452","2981323","303","847445.75","1433728.3437275","2978785","537","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","58167","195.154.107.23","443","6","5374871","802.8099651136","2.2326117222","488624.63636364","1139295.9140616","3807076","49","1074974.2","1567561.5052652","3807076","1030","1074910.8","1567730.3021326","3807341","890","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","4700552","808.6284334265","2.7656326321","391712.66666667","1122223.0765482","3932612","51","940080.8","1681024.1871335","3932780","848","783381.66666667","1550492.9335712","3933045","1047","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","56113","195.154.82.180","443","6","669303","811.2917467873","4.4822748441","334651.5","473200.80771751","669255","48","0","0","0","0","669255","0","669255","669255","0","0","0","0","0","0","0","0","TOR"
"198.52.200.39","443","10.0.2.15","41994","6","7286670","811.7562617766","2.6075010945","404815","1159064.4845757","4752564","40","809630","1597444.8146399","4793408","2529","905684.5","1657965.4272477","4752605","2293","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","58167","195.154.107.23","443","6","9345531","813.4369250929","2.9960844386","346130.77777778","687265.04381701","3185400","36","718887","856262.60566643","3185436","676","718871","856336.50733877","3185455","639","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","33827","82.161.239.177","110","6","9237950","813.4921708821","2.3814807398","439902.38095238","726115.0531151","2555650","27","839813.63636364","833224.98183639","2555650","27","1026248.7777778","813017.06338548","2556160","1877","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","6583740","815.9495970376","2.4302296263","438916","1470354.9937104","5741485","41","940436","2121789.4090933","5741786","1469","940488","2120660.6527231","5741776","2202","321779","0","321779","321779","5741485","0","5741485","5741485","TOR"
"10.0.2.15","58167","195.154.107.23","443","6","9972503","816.7458059426","2.7074446606","383557.80769231","1010912.765611","4770696","35","820502.16666667","1391847.2437605","4770763","846","767101.92307692","1362018.2927111","4809838","1021","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","43731","198.52.200.39","443","6","7200406","821.4814553513","2.4998590357","423553.29411765","1071913.4920274","4345863","53","900050.75","1463016.7013179","4345920","380","900031.5","1462216.2036336","4345920","275","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","7172388","824.6904657138","2.5096244096","421905.17647059","1140495.0896626","4618470","37","896548.5","1594279.2277186","4657204","1171","891690.125","1580537.172227","4618470","1358","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","54453","195.154.107.23","443","6","3914015","824.9840636789","2.5549212254","434890.55555556","1115572.2153835","3401370","37","978503.75","1615416.0575673","3401408","155127","978449","1615461.8445685","3401421","154898","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","54420","195.154.107.23","443","6","9763330","825.3331598952","2.5606017619","406805.41666667","1070097.6054911","5205838","17","751025.38461538","1383775.1064693","5205838","75","455720.2","354844.14030632","1200894","81","75","0","75","75","5205838","0","5205838","5205838","TOR"
"10.0.2.15","40414","195.154.82.180","443","6","5188116","826.1187683544","2.3129783528","471646.90909091","1124461.7917918","3798073","37","1037623.2","1557918.5352789","3798073","128695","1037583.8","1558094.0808493","3798388","128713","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","34328","198.52.200.39","443","6","3248374","826.8752304999","2.4627706046","464053.42857143","1055938.6481638","2847019","32","1082791.3333333","1529804.6036067","2847071","124559","1082701.3333333","1529857.5480614","2847051","124587","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","58167","195.154.107.23","443","6","8492505","827.7887384229","2.8260212976","369239.34782609","653852.87609186","2421527","40","772045.90909091","773672.33673648","2421527","18850","772024.45454546","773821.11332017","2421744","18596","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","54453","195.154.107.23","443","6","1965353","828.8587342834","3.0528866824","393070.6","632194.5953967","1469667","142","982676.5","688909.38817271","1469809","495544","982493.5","741536.5174693","1506839","458148","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","45788","198.52.200.39","443","6","9790584","828.9597433616","2.8598906868","362614.22222222","719051.88307458","2763820","27","753121.84615385","896682.58289987","2763872","1640","753097.53846154","903330.20203436","2763853","1901","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","4582280","829.4997250277","2.8370156341","381856.66666667","1087857.7693417","3812955","42","916422.4","1627625.5375816","3813147","817","763647.83333333","1501971.1803403","3813821","1051","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","58167","195.154.107.23","443","6","9707199","830.1055742238","2.5754082099","404466.625","828698.56944834","3595081","23","808933.25","1038797.0575421","3595081","44","882454.90909091","1056412.5411162","3595615","93","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","54420","195.154.107.23","443","6","8417260","831.7433464096","2.6136771348","400821.90476191","879183.11167782","3828878","41","841726","1142673.8392241","3829008","397","841658.6","1142819.2179214","3829311","288","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","48847","195.154.107.23","443","6","4533421","832.0427332913","2.6470076351","412129.18181818","1072327.9251864","3612519","40","906684.2","1521275.7477659","3612519","19045","906645.6","1521448.8402958","3612776","18676","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","43731","198.52.200.39","443","6","9612632","832.2382465073","2.0805956163","505928","1183647.3503795","4803432","38","961263.2","1522948.8230102","4803493","47","1056018","1701693.4707005","4843376","2817","0","0","0","0","0","0","0","0","TOR"
"82.161.239.177","110","10.0.2.15","47257","6","8959011","835.5833026659","2.4556281938","426619.57142857","1362168.1455106","6092759","15","811004.90909091","1836199.1380808","6093327","83","995348.66666667","2001937.0551299","6092759","57","583259","0","583259","583259","6092759","0","6092759","6092759","TOR"
"10.0.2.15","43731","198.52.200.39","443","6","6493080","836.2749265372","3.0802023077","341741.05263158","835355.42542537","3321612","53","649271.3","1084949.8070158","3321612","53","811329.5","1194117.9349343","3361757","3034","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","58167","195.154.107.23","443","6","9530023","839.452328709","2.0986308218","501580.15789474","1948654.5215279","8538511","10","953002.3","2667682.9803151","8538511","52","123894.375","120561.87644873","387919","86","52","0","52","52","8538511","0","8538511","8538511","TOR"
"10.0.2.15","54420","195.154.107.23","443","6","9520793","840.2661416964","1.9956320865","528932.94444444","2092261.6349715","8910034","54","1190099.125","3120060.3417547","8910116","945","1057835.4444444","2945143.8108394","8910100","797","610677","0","610677","610677","8910034","0","8910034","8910034","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","7664642","842.5703379232","2.6093847567","403402.21052632","1533420.0738256","6724360","13","851626.88888889","2205802.1352658","6724461","440","847071.77777778","2207199.4155801","6724787","221","316681","0","316681","316681","6724360","0","6724360","6724360","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","6361212","844.4931563356","2.5152439504","424080.8","1389254.567669","5424005","21","908709.85714286","1997904.5853274","5424005","447","908683.71428571","2013810.9817303","5460369","156","587850","0","587850","587850","5424005","0","5424005","5424005","TOR"
"10.0.2.15","45337","198.52.200.39","443","6","8914324","846.2784166247","2.6922961292","387579.30434783","1120297.213624","5196489","38","810346.18181818","1544265.3206564","5196527","484","810369.27272727","1548162.5088752","5196543","699","3716423","0","3716423","3716423","5196489","0","5196489","5196489","TOR"
"10.0.2.15","51024","37.97.149.8","443","6","3778973","846.7909138276","2.3815994451","472371.625","1092224.1301039","3151662","54","944743.25","1479390.1143303","3151662","93","1259589","1639720.3896531","3151869","257411","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","54453","195.154.107.23","443","6","3201989","847.9104706481","2.8107529414","400248.625","740196.2967223","1611669","153","800376.5","923648.67727742","1612774","153","1066834","922909.12701035","1611669","1241","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","43731","198.52.200.39","443","6","6330801","853.1305912159","2.8432421111","372400.05882353","1358000.887199","5633966","35","703422.33333333","1852394.5474926","5634019","51","896966.85714286","2109310.5901314","5674661","2521","363425","0","363425","363425","5633966","0","5633966","5633966","TOR"
"10.0.2.15","41071","198.52.200.39","443","6","9441701","853.4479115575","2.4360017332","429168.22727273","1398274.1256131","6477365","41","944152.2","2006039.9487724","6477528","2028","858311.90909091","1924102.1079726","6478098","1284","559199","0","559199","559199","6477365","0","6477365","6477365","TOR"
"10.0.2.15","48847","195.154.107.23","443","6","5002789","856.7221204012","2.3986620263","454799","1082561.1860414","3585672","53","1000534.8","1499138.3527339","3585672","675","1000528.2","1499261.6712608","3585883","632","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","51024","37.97.149.8","443","6","6764267","857.2990983354","1.9218638176","563688.91666667","1700690.8877885","5946331","11","1127377.8333333","2366567.1090894","5946331","37","1352820.2","2573030.2735586","5946646","84","382685","0","382685","382685","5946331","0","5946331","5946331","TOR"
"10.0.2.15","54420","195.154.107.23","443","6","9929283","857.4637262328","2.2156685432","472823","1980437.4394892","9109957","17","827440.25","2609801.1366105","9109957","80","1225272.5","3187376.29433","9110204","313","127186","0","127186","127186","9109957","0","9109957","9109957","TOR"
"10.0.2.15","58167","195.154.107.23","443","6","8762801","857.60249491","2.5106127596","417276.23809524","1079280.1315097","3743360","23","876264.2","1463463.5856058","3743360","190","876260.8","1463692.1836854","3743607","83","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","58167","195.154.107.23","443","6","4989400","864.8334469074","2.8059486111","383800","770175.08019183","2179556","45","712771.42857143","968678.1300289","2179556","47","997642.6","1027409.2424119","2217566","198041","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","58167","195.154.107.23","443","6","7525435","865.8635680197","3.1891844126","327192.82608696","678534.57612327","2579482","45","684130.45454546","865013.53690429","2579482","457","684105.09090909","883245.12962014","2623668","355","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","54420","195.154.107.23","443","6","8012274","866.5455025627","2.3713617383","445126.33333333","768157.56958613","3001773","53","890231.44444444","900495.15063729","3002336","53","1001486.25","892887.60972408","3001964","68334","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","38931","198.52.200.39","443","6","9906955","868.177961846","2.523479717","412789.79166667","1563597.5193011","7703658","12","825579.58333333","2177542.7743708","7703658","59","196787.72727273","234823.469813","736458","202","38579","0","38579","38579","7703658","0","7703658","7703658","TOR"
"10.0.2.15","33827","82.161.239.177","110","6","8620125","868.4328823538","2.32015197","453690.78947368","988933.49683707","4006385","42","862012.5","1265057.156252","4046126","48","1056454","1344680.3910157","4006385","2032","0","0","0","0","0","0","0","0","TOR"
"10.0.2.15","51024","37.97.149.8","443","6","4897281","869.2578596164","2.2461443401","489728.1","1271000.8969833","4083246","51","979456.2","1742190.3104762","4083246","67","1224256.75","1909960.8845041","4083458","129228","0","0","0","0","0","0","0","0","TOR"
